orf_name,standard_name,desc
YPL051W,ARL3,GTPase of the Ras superfamily required to recruit Arl1p to the Golgi; similar to ADP-ribosylation factor
YPL053C,KTR6,Probable mannosylphosphate transferase involved in the synthesis of core oligosaccharides in protein glycosylation pathway; member of the KRE2/MNT1 mannosyltransferase family
YPL055C,LGE1,Protein of unknown function; null mutant forms abnormally large cells and homozygous diploid null mutant displays delayed premeiotic DNA synthesis and reduced efficiency of meiotic nuclear division
YPL057C,SUR1,Probable catalytic subunit of a mannosylinositol phosphorylceramide (MIPC) synthase forms a complex with probable regulatory subunit Csg2p; function in sphingolipid biosynthesis is overlapping with that of Csh1p
YPL059W,GRX5,Hydroperoxide and superoxide-radical responsive glutathione-dependent oxidoreductase; mitochondrial matrix protein involved in the synthesis/assembly of iron-sulfur centers; monothiol glutaredoxin subfamily member along with Grx3p and Grx4p
YPL061W,ALD6,Cytosolic aldehyde dehydrogenase activated by Mg2+ and utilizes NADP+ as the preferred coenzyme; required for conversion of acetaldehyde to acetate; constitutively expressed; locates to the mitochondrial outer surface upon oxidative stress
YPL063W,TIM50,Essential component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); acts as receptor for the TIM23 complex guiding incoming precursors from the TOM complex; may control the gating of the Tim23p-Tim17p channel
YPL065W,VPS28,Component of the ESCRT-I complex (Stp22p Srn2p Vps28p and Mvb12p) which is involved in ubiquitin-dependent sorting of proteins into the endosome; conserved C-terminal domain interacts with ESCRT-III subunit Vps20p
YPL075W,GCR1,Transcriptional activator of genes involved in glycolysis; DNA-binding protein that interacts and functions with the transcriptional activator Gcr2p
YPL076W,GPI2,Protein involved in the synthesis of N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI) the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; homologous to the human PIG-C protein
YPL078C,ATP4,Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase which is a large evolutionarily conserved enzyme complex required for ATP synthesis; contributes to the oligomerization of the complex; phosphorylated
YPL081W,RPS9A,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps9Bp and has similarity to E. coli S4 and rat S9 ribosomal proteins
YPL082C,MOT1,Essential abundant protein involved in regulation of transcription removes Spt15p (TBP) from DNA via its C-terminal ATPase activity forms a complex with TBP that binds TATA DNA with high affinity but with altered specificity
YPL084W,BRO1,Cytoplasmic class E vacuolar protein sorting (VPS) factor that coordinates deubiquitination in the multivesicular body (MVB) pathway by recruiting Doa4p to endosomes
YPL086C,ELP3,Subunit of Elongator complex which is required for modification of wobble nucleosides in tRNA; exhibits histone acetyltransferase activity that is directed to histones H3 and H4; disruption confers resistance to K. lactis zymotoxin
YPL089C,RLM1,MADS-box transcription factor component of the protein kinase C-mediated MAP kinase pathway involved in the maintenance of cell integrity; phosphorylated and activated by the MAP-kinase Slt2p
YPL090C,RPS6A,Protein component of the small (40S) ribosomal subunit; identical to Rps6Bp and has similarity to rat S6 ribosomal protein
YPL091W,GLR1,Cytosolic and mitochondrial glutathione oxidoreductase converts oxidized glutathione to reduced glutathione; mitochondrial but not cytosolic form has a role in resistance to hyperoxia
YPL093W,NOG1,Putative GTPase that associates with free 60S ribosomal subunits in the nucleolus and is required for 60S ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; member of the ODN family of nucleolar G-proteins
YPL096C-A,ERI1,Endoplasmic reticulum membrane protein that binds to and inhibits GTP-bound Ras2p at the ER; component of the GPI-GnT complex which catalyzes the first step in GPI-anchor biosynthesis; probable homolog of mammalian PIG-Y protein
YPL096W,PNG1,Conserved peptide N-glycanase required for deglycosylation of misfolded glycoproteins during proteasome-dependent degradation; localizes to the cytoplasm and nucleus; activity is enhanced by interaction with Rad23p
YPL100W,ATG21,Phosphoinositide binding protein required for vesicle formation in the cytoplasm-to-vacuole targeting (Cvt) pathway; binds both phosphatidylinositol (35)-bisphosphate and phosphatidylinositol 3-phosphate; WD-40 repeat protein
YPL101W,ELP4,Subunit of Elongator complex which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity
YPL106C,SSE1,ATPase that is a component of the heat shock protein Hsp90 chaperone complex; binds unfolded proteins; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm
YPL110C,GDE1,Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes
YPL111W,CAR1,Arginase responsible for arginine degradation expression responds to both induction by arginine and nitrogen catabolite repression; disruption enhances freeze tolerance
YPL112C,PEX25,Peripheral peroxisomal membrane peroxin required for the regulation of peroxisome size and maintenance recruits GTPase Rho1p to peroxisomes induced by oleate interacts with homologous protein Pex27p
YPL116W,HOS3,Trichostatin A-insensitive homodimeric histone deacetylase (HDAC) with specificity in vitro for histones H3 H4 H2A and H2B; similar to Hda1p Rpd3p Hos1p and Hos2p; deletion results in increased histone acetylation at rDNA repeats
YPL118W,MRP51,Mitochondrial ribosomal protein of the small subunit; MRP51 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5'-untranslated leader sequences
YPL119C,DBP1,Putative ATP-dependent RNA helicase of the DEAD-box protein family; mutants show reduced stability of the 40S ribosomal subunit scanning through 5' untranslated regions of mRNAs
YPL120W,VPS30,Subunit of phosphatidylinositol (PtdIns) 3-kinase complexes I and II; Complex I is essential in autophagy and Complex II is required for vacuolar protein sorting; ortholog of the higher eukaryotic gene Beclin 1
YPL121C,MEI5,Meiosis specific protein involved in DMC1-dependent meiotic recombination forms heterodimer with Sae3p; proposed to be an assembly factor for Dmc1p
YPL122C,TFB2,Subunit of TFIIH and nucleotide excision repair factor 3 complexes involved in transcription initiation required for nucleotide excision repair similar to 52 kDa subunit of human TFIIH
YPL123C,RNY1,Vacuolar RNase of the T(2) family relocalizes to the cytosol where it cleaves tRNAs upon oxidative or stationary phase stress; promotes apoptosis under stress conditions and this function is independent of its catalytic activity
YPL124W,SPC29,Inner plaque spindle pole body (SPB) component links the central plaque component Spc42p to the inner plaque component Spc110p; required for SPB duplication
YPL126W,NAN1,U3 snoRNP protein component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA
YPL127C,HHO1,Histone H1 a linker histone required for nucleosome packaging at restricted sites; suppresses DNA repair involving homologous recombination; not required for telomeric silencing basal transcriptional repression or efficient sporulation
YPL129W,TAF14,Subunit of TFIID TFIIF INO80 SWI/SNF and NuA3 complexes involved in RNA polymerase II transcription initiation and in chromatin modification; contains a YEATS domain
YPL130W,SPO19,Meiosis-specific prospore protein; required to produce bending force necessary for proper assembly of the prospore membrane during sporulation; identified as a weak high-copy suppressor of the spo1-1 ts mutation
YPL131W,RPL5,Protein component of the large (60S) ribosomal subunit with similarity to E. coli L18 and rat L5 ribosomal proteins; binds 5S rRNA and is required for 60S subunit assembly
YPL132W,COX11,Mitochondrial inner membrane protein required for delivery of copper to the Cox1p subunit of cytochrome c oxidase; association with mitochondrial ribosomes suggests that copper delivery may occur during translation of Cox1p
YPL134C,ODC1,Mitochondrial inner membrane transporter exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for lysine and glutamate biosynthesis and lysine catabolism; suppresses in multicopy an fmc1 null mutation
YPL135W,ISU1,Conserved protein of the mitochondrial matrix performs a scaffolding function during assembly of iron-sulfur clusters interacts physically and functionally with yeast frataxin (Yfh1p); isu1 isu2 double mutant is inviable
YPL137C,GIP3,Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; may interact with ribosomes based on co-purification experiments
YPL139C,UME1,Negative regulator of meiosis required for repression of a subset of meiotic genes during vegetative growth binding of histone deacetylase Rpd3p required for activity contains a NEE box and a WD repeat motif; homologous with Wtm1p Wtm2p
YPL140C,MKK2,Mitogen-activated kinase kinase involved in protein kinase C signaling pathway that controls cell integrity; upon activation by Bck1p phosphorylates downstream target Slt2p; functionally redundant with Mkk1p
YPL143W,RPL33A,N-terminally acetylated ribosomal protein L37 of the large (60S) ribosomal subunit nearly identical to Rpl33Bp and has similarity to rat L35a; rpl33a null mutant exhibits slow growth while rpl33a rpl33b double null mutant is inviable
YPL144W,POC4,Component of a heterodimeric Poc4p-Irc25p chaperone involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions
YPL145C,KES1,Member of the oxysterol binding protein family which includes seven yeast homologs; involved in negative regulation of Sec14p-dependent Golgi complex secretory functions peripheral membrane protein that localizes to the Golgi complex
YPL146C,NOP53,Nucleolar protein; involved in biogenesis of the 60S subunit of the ribosome; interacts with rRNA processing factors Cbf5p and Nop2p; null mutant is viable but growth is severely impaired
YPL149W,ATG5,Conserved protein involved in autophagy and the Cvt pathway; undergoes conjugation with Atg12p to form a complex involved in Atg8p lipidation; conjugated Atg12p also forms a complex with Atg16p that is essential for autophagosome formation
YPL151C,PRP46,Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 U5 and U6 snRNAs
YPL152W,RRD2,Activator of the phosphotyrosyl phosphatase activity of PP2Apeptidyl-prolyl cis/trans-isomerase; regulates G1 phase progression the osmoresponse microtubule dynamics; subunit of the Tap42p-Pph21p-Rrd2p complex
YPL153C,RAD53,Protein kinase required for cell-cycle arrest in response to DNA damage; activated by trans autophosphorylation when interacting with hyperphosphorylated Rad9p; also interacts with ARS1 and plays a role in initiation of DNA replication
YPL155C,KIP2,Kinesin-related motor protein involved in mitotic spindle positioning stabilizes microtubules by targeting Bik1p to the plus end; Kip2p levels are controlled during the cell cycle
YPL157W,TGS1,Trimethyl guanosine synthase conserved nucleolar methyl transferase that converts the m(7)G cap structure of snRNAs snoRNAs and telomerase TLC1 RNA to m(227)G; also required for nucleolar assembly and splicing of meiotic pre-mRNAs
YPL159C,PET20,Mitochondrial protein required for respiratory growth under some conditions and for stability of the mitochondrial genome
YPL161C,BEM4,Protein involved in establishment of cell polarity and bud emergence; interacts with the Rho1p small GTP-binding protein and with the Rho-type GTPase Cdc42p; involved in maintenance of proper telomere length
YPL164C,MLH3,Protein involved in DNA mismatch repair and crossing-over during meiotic recombination; forms a complex with Mlh1p; mammalian homolog is implicated mammalian microsatellite instability
YPL166W,ATG29,Autophagy-specific protein that is required for recruitment of other ATG proteins to the pre-autophagosomal structure (PAS); interacts with Atg17p and localizas to the PAS in a manner interdependent with Atg17p and Cis1p; not conserved
YPL167C,REV3,Catalytic subunit of DNA polymerase zeta involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair
YPL172C,COX10,Heme A:farnesyltransferase catalyzes the first step in the conversion of protoheme to the heme A prosthetic group required for cytochrome c oxidase activity; human ortholog is associated with mitochondrial disorders
YPL178W,CBC2,Small subunit of the heterodimeric cap binding complex that also contains Sto1p component of the spliceosomal commitment complex; interacts with Npl3p possibly to package mRNA for export from the nucleus; contains an RNA-binding motif
YPL180W,TCO89,Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p) a complex that regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin
YPL181W,CTI6,Protein that relieves transcriptional repression by binding to the Cyc8p-Tup1p corepressor and recruiting the SAGA complex to the repressed promoter; contains a PHD finger domain
YPL184C,MRN1,RNA-binding protein proposed to be involved in translational regulation; binds specific categories of mRNAs including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES)
YPL188W,POS5,Mitochondrial NADH kinase phosphorylates NADH; also phosphorylates NAD(+) with lower specificity; required for the response to oxidative stress
YPL192C,PRM3,Pheromone-regulated protein required for nuclear envelope fusion during karyogamy; localizes to the outer face of the nuclear membrane; interacts with Kar5p at the spindle pole body
YPL193W,RSA1,Protein involved in the assembly of 60S ribosomal subunits; functionally interacts with Dbp6p; functions in a late nucleoplasmic step of the assembly
YPL194W,DDC1,DNA damage checkpoint protein part of a PCNA-like complex required for DNA damage response required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate
YPL195W,APL5,Delta adaptin-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway suppressor of loss of casein kinase 1 function
YPL196W,OXR1,Protein of unknown function required for normal levels of resistance to oxidative damage null mutants are sensitive to hydrogen peroxide; member of a conserved family of proteins found in eukaryotes
YPL202C,AFT2,Iron-regulated transcriptional activator; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress; similar to Aft1p
YPL204W,HRR25,Protein kinase involved in regulating diverse events including vesicular trafficking DNA repair and chromosome segregation; binds the CTD of RNA pol II; homolog of mammalian casein kinase 1delta (CK1delta)
YPL209C,IPL1,Aurora kinase subunit of the conserved chromosomal passenger complex (CPC; Ipl1p-Sli15p-Bir1p-Nbl1p) involved in regulating kinetochore-microtubule attachments; helps maintain condensed chromosomes during anaphase and early telophase
YPL210C,SRP72,Core component of the signal recognition particle (SRP) ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane
YPL211W,NIP7,Nucleolar protein required for 60S ribosome subunit biogenesis constituent of 66S pre-ribosomal particles; physically interacts with Nop8p and the exosome subunit Rrp43p
YPL213W,LEA1,Component of U2 snRNP; disruption causes reduced U2 snRNP levels; physically interacts with Msl1p; putative homolog of human U2A' snRNP protein
YPL214C,THI6,Bifunctional enzyme with thiamine-phosphate pyrophosphorylase and 4-methyl-5-beta-hydroxyethylthiazole kinase activities required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern
YPL217C,BMS1,GTPase required for synthesis of 40S ribosomal subunits and for processing the 35S pre-rRNA at sites A0 A1 and A2; interacts with Rcl1p which stimulates its GTPase and U3 snoRNA binding activities; has similarity to Tsr1p
YPL218W,SAR1,GTPase GTP-binding protein of the ARF family component of COPII coat of vesicles; required for transport vesicle formation during ER to Golgi protein transport
YPL221W,FLC1,Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance
YPL226W,NEW1,ATP binding cassette protein that cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction
YPL227C,ALG5,UDP-glucose:dolichyl-phosphate glucosyltransferase involved in asparagine-linked glycosylation in the endoplasmic reticulum
YPL232W,SSO1,Plasma membrane t-SNARE involved in fusion of secretory vesicles at the plasma membrane and in vesicle fusion during sporulation; forms a complex with Sec9p that binds v-SNARE Snc2p; syntaxin homolog; functionally redundant with Sso2p
YPL233W,NSL1,Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation
YPL235W,RVB2,Essential protein involved in transcription regulation; component of chromatin remodeling complexes; required for assembly and function of the INO80 complex; also referred to as reptin; member of the RUVB-like protein family
YPL239W,YAR1,Cytoplasmic ankyrin-repeat containing protein of unknown function proposed to link the processes of 40S ribosomal subunit biogenesis and adaptation to osmotic and oxidative stress; expression repressed by heat shock
YPL240C,HSP82,Hsp90 chaperone required for pheromone signaling and negative regulation of Hsf1p; docks with Tom70p for mitochondrial preprotein delivery; promotes telomerase DNA binding and nucleotide addition; interacts with Cns1p Cpr6p Cpr7p Sti1p
YPL241C,CIN2,GTPase-activating protein (GAP) for Cin4p; tubulin folding factor C involved in beta-tubulin (Tub2p) folding; mutants display increased chromosome loss and benomyl sensitivity; deletion complemented by human GAP retinitis pigmentosa 2
YPL243W,SRP68,Core component of the signal recognition particle (SRP) ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane
YPL249C,GYP5,GTPase-activating protein (GAP) for yeast Rab family members; involved in ER to Golgi trafficking; exhibits GAP activity toward Ypt1p that is stimulated by Gyl1p also acts on Sec4p; interacts with Gyl1p Rvs161p and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth
YPL249C-A,RPL36B,Protein component of the large (60S) ribosomal subunit nearly identical to Rpl36Ap and has similarity to rat L36 ribosomal protein; binds to 5.8 S rRNA
YPL250C,ATG41,Protein of unknown function; mobilized into polysomes upon a shift from a fermentable to nonfermentable carbon source; potential Cdc28p substrate
YPL252C,YAH1,Ferredoxin of the mitochondrial matrix required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; homologous to human adrenodoxin
YPL253C,VIK1,Protein that forms a complex with Kar3p at the spindle pole body possible regulator of Kar3p function in microtubule-mediated processes; required for sister chromatid cohesion; has similarity to Cik1p
YPL254W,HFI1,Adaptor protein required for structural integrity of the SAGA complex a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions
YPL259C,APM1,Mu1-like medium subunit of the clathrin-associated protein complex (AP-1); binds clathrin; involved in clathrin-dependent Golgi protein sorting
YPL262W,FUM1,Fumarase converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence protein conformation and status of glyoxylate shunt; phosphorylated in mitochondria
YPL268W,PLC1,Phospholipase C hydrolyzes phosphatidylinositol 45-biphosphate (PIP2) to generate the signaling molecules inositol 145-triphosphate (IP3) and 12-diacylglycerol (DAG); involved in regulating many cellular processes
YPL271W,ATP15,Epsilon subunit of the F1 sector of mitochondrial F1F0 ATP synthase which is a large evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated
YPR001W,CIT3,Dual specificity mitochondrial citrate and methylcitrate synthase; catalyzes the condensation of acetyl-CoA and oxaloacetate to form citrate and that of propionyl-CoA and oxaloacetate to form 2-methylcitrate
YPR016C,TIF6,Constituent of 66S pre-ribosomal particles has similarity to human translation initiation factor 6 (eIF6); may be involved in the biogenesis and or stability of 60S ribosomal subunits
YPR019W,MCM4,Essential helicase component of heterohexameric MCM2-7 complexes which bind pre-replication complexes on DNA and melt DNA prior to replication; forms an Mcm4p-6p-7p subcomplex; shows nuclear accumulation in G1; homolog of S. pombe Cdc21p
YPR020W,ATP20,Subunit g of the mitochondrial F1F0 ATP synthase; reversibly phosphorylated on two residues; unphosphorylated form is required for dimerization of the ATP synthase complex
YPR023C,EAF3,Esa1p-associated factor nonessential component of the NuA4 acetyltransferase complex homologous to Drosophila dosage compensation protein MSL3; plays a role in regulating Ty1 transposition
YPR024W,YME1,Catalytic subunit of the mitochondrial inner membrane i-AAA protease complex which is responsible for degradation of unfolded or misfolded mitochondrial gene products; mutation causes an elevated rate of mitochondrial turnover
YPR025C,CCL1,Cyclin associated with protein kinase Kin28p which is the TFIIH-associated carboxy-terminal domain (CTD) kinase involved in transcription initiation at RNA polymerase II promoters
YPR028W,YOP1,Membrane protein that interacts with Yip1p to mediate membrane traffic; interacts with Sey1p to maintain ER morphology; overexpression leads to cell death and accumulation of internal cell membranes
YPR029C,APL4,Gamma-adaptin large subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in vesicle mediated transport
YPR030W,CSR2,Nuclear protein proposed to regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p deubiquitinated by Ubp2p
YPR032W,SRO7,Effector of Rab GTPase Sec4p forms a complex with Sec4p and t-SNARE Sec9p; involved in exocytosis and docking and fusion of post-Golgi vesicles with plasma membrane; homolog of Sro77p and Drosophila lgl tumor suppressor
YPR034W,ARP7,Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation
YPR037C,ERV2,Flavin-linked sulfhydryl oxidase localized to the endoplasmic reticulum lumen involved in disulfide bond formation within the ER
YPR041W,TIF5,Translation initiation factor eIF5; functions both as a GTPase-activating protein to mediate hydrolysis of ribosome-bound GTP and as a GDP dissociation inhibitor to prevent recycling of eIF2
YPR045C,THP3,Protein that forms a complex with Csn12p that is recruited to transcribed genes and may have a role in transcription elongation; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes
YPR046W,MCM16,Protein involved in kinetochore-microtubule mediated chromosome segregation; binds to centromere DNA
YPR048W,TAH18,Conserved NAPDH-dependent diflavin reductase component of an early step in the cytosolic Fe-S protein assembly (CIA) machinery; transfers electrons from NADPH to the Fe-S cluster of Dre2p; plays a pro-death role under oxidative stress
YPR049C,ATG11,Adapter protein for pexophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the (PAS)
YPR052C,NHP6A,High-mobility group (HMG) protein that binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to the chromosomes; functionally redundant with Nhp6Bp; homologous to mammalian HMGB1 and HMGB2
YPR055W,SEC8,Essential 121kDa subunit of the exocyst complex (Sec3p Sec5p Sec6p Sec8p Sec10p Sec15p Exo70p and Exo84p) which has the essential function of mediating polarized targeting of secretory vesicles to active sites of exocytosis
YPR056W,TFB4,Subunit of TFIIH complex involved in transcription initiation similar to 34 kDa subunit of human TFIIH; interacts with Ssl1p
YPR057W,BRR1,snRNP protein component of spliceosomal snRNPs required for pre-mRNA splicing and snRNP biogenesis; in null mutant newly-synthesized snRNAs are destabilized and 3'-end processing is slowed
YPR072W,NOT5,Subunit of the CCR4-NOT complex which is a global transcriptional regulator with roles in transcription initiation and elongation and in mRNA degradation
YPR075C,OPY2,Integral membrane protein that functions in the signaling branch of the high-osmolarity glycerol (HOG) pathway; interacts with Ste50p; overproduction blocks cell cycle arrest in the presence of mating pheromone
YPR082C,DIB1,17-kDa component of the U4/U6aU5 tri-snRNP plays an essential role in pre-mRNA splicing orthologue of hDIM1 the human U5-specific 15-kDa protein
YPR094W,RDS3,Component of the SF3b subcomplex of the U2 snRNP zinc cluster protein involved in pre-mRNA splicing and cycloheximide resistance
YPR100W,MRPL51,Mitochondrial ribosomal protein of the large subunit
YPR101W,SNT309,Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 U5 and U6 snRNAs; interacts physically and genetically with Prp19p
YPR105C,COG4,Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p) a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments
YPR110C,RPC40,RNA polymerase subunit AC40 common to RNA polymerase I and III
YPR112C,MRD1,Essential conserved protein that is part of the 90S preribosome; required for production of 18S rRNA and small ribosomal subunit; contains five consensus RNA-binding domains
YPR119W,CLB2,B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome
YPR135W,CTF4,Chromatin-associated protein required for sister chromatid cohesion; interacts with DNA polymerase alpha (Pol1p) and may link DNA synthesis to sister chromatid cohesion
YPR154W,PIN3,Protein that induces appearance of [PIN+] prion when overproduced
YPR155C,NCA2,Protein involved in regulation of mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; functions with Nca3p
YPR160W,GPH1,Non-essential glycogen phosphorylase required for the mobilization of glycogen activity is regulated by cyclic AMP-mediated phosphorylation expression is regulated by stress-response elements and by the HOG MAP kinase pathway
YPR178W,PRP4,Splicing factor component of the U4/U6-U5 snRNP complex
YPR187W,RPO26,RNA polymerase subunit ABC23 common to RNA polymerases I II and III; part of central core; similar to bacterial omega subunit
YPR191W,QCR2,Subunit 2 of the ubiquinol cytochrome-c reductase complex which is a component of the mitochondrial inner membrane electron transport chain; phosphorylated; transcription is regulated by Hap1p Hap2p/Hap3p and heme
YPR134W,MSS18,Nuclear encoded protein needed for efficient splicing of mitochondrial COX1 aI5beta intron; mss18 mutations block cleavage of 5' exon - intron junction; phenotype of intronless strain suggests additional functions
YPR186C,PZF1,Transcription factor IIIA (TFIIIA); essential DNA binding protein required for transcription of 5S rRNA by RNA polymerase III; not involved in transcription of other RNAP III genes; nine conserved zinc fingers; may also bind 5S rRNA
YPR139C,LOA1,Cytoplasmic protein of unknown function involved in vacuolar protein sorting
YPR173C,VPS4,AAA-ATPase involved in multivesicular body (MVB) protein sorting ATP-bound Vps4p localizes to endosomes and catalyzes ESCRT-III disassembly and membrane release; ATPase activity is activated by Vta1p; regulates cellular sterol metabolism
YOL031C,SIL1,Nucleotide exchange factor for the endoplasmic reticulum (ER) lumenal Hsp70 chaperone Kar2p required for protein translocation into the ER; homolog of Yarrowia lipolytica SLS1; GrpE-like protein
YPR133W-A,TOM5,Component of the TOM (translocase of outer membrane) complex responsible for recognition and initial import of all mitochondrially directed proteins; involved in transfer of precursors from the Tom70p and Tom20p receptors to the Tom40p pore
YPR158W,CUR1,Protein of unknown function involved in destabilization of [URE3] prions; similar in sequence to Btn2p
YPR163C,TIF3,Translation initiation factor eIF-4B has RNA annealing activity; contains an RNA recognition motif and binds to single-stranded RNA
YPR176C,BET2,Beta subunit of Type II geranylgeranyltransferase required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p
YPR083W,MDM36,Mitochondrial protein required for normal mitochondrial morphology and inheritance; proposed involvement in the formation of Dnm1p and Num1p-containing cortical anchor complexes that promote mitochondrial fission
YML082W,YML082W,Putative protein predicted to have carbon-sulfur lyase activity; transcriptionally regulated by Upc2p via an upstream sterol response element; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and the cytoplasm; YML082W is not an essential gene
YPR133C,SPN1,Protein involved in RNA polymerase II transcription; interacts genetically or physically with RNAP II TBP TFIIS and chromatin remodelling factors; central domain highly conserved throughout eukaryotes; mutations confer an Spt- phenotype
YPR179C,HDA3,Subunit of a possibly tetrameric trichostatin A-sensitive class II histone deacetylase complex that contains an Hda1p homodimer and an Hda2p-Hda3p heterodimer; required for the activity of the complex; has similarity to Hda2p
YPL179W,PPQ1,Putative protein serine/threonine phosphatase; null mutation enhances efficiency of translational suppressors
YPL219W,PCL8,Cyclin interacts with Pho85p cyclin-dependent kinase (Cdk) to phosphorylate and regulate glycogen synthase also activates Pho85p for Glc8p phosphorylation
YPL138C,SPP1,Subunit of COMPASS (Set1C) a complex which methylates histone H3 on lysine 4 and is required in telomeric transcriptional silencing; interacts with Orc2p; PHD finger domain protein similar to human CGBP an unmethylated CpG binding protein
YPR162C,ORC4,Subunit of the origin recognition complex which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing
YPR165W,RHO1,GTP-binding protein of the rho subfamily of Ras-like proteins involved in establishment of cell polarity; regulates protein kinase C (Pkc1p) and the cell wall synthesizing enzyme 13-beta-glucan synthase (Fks1p and Gsc2p)
YPR042C,PUF2,Member of the PUF protein family which is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding membrane-associated proteins
YOR321W,PMT3,Protein O-mannosyltransferase transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt5p can instead interact with Pmt1p in some conditions; target for new antifungals
YPR183W,DPM1,Dolichol phosphate mannose (Dol-P-Man) synthase of the ER membrane catalyzes the formation of Dol-P-Man from Dol-P and GDP-Man; required for glycosyl phosphatidylinositol membrane anchoring O mannosylation and protein glycosylation
YPR095C,SYT1,Guanine nucleotide exchange factor (GEF) for Arf proteins; promotes activation of Arl1p which recruits Imh1p to the Golgi; involved in vesicular transport; member of the Sec7-domain family; contains a PH domain
YPR143W,RRP15,Nucleolar protein constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs
YPR169W,JIP5,Essential protein required for biogenesis of the large ribosomal subunit; interacts with proteins involved in RNA processing ribosome biogenesis ubiquitination and demethylation; similar to WDR55 a human WD repeat protein
